doc,sentence,word,pos,prev,next,tag
,,),PUNCT,rupiah,untuk,O
,,untuk,SCONJ,),pembayaran,O
,,pembayaran,NOUN,untuk,pengurusan,O
,,pengurusan,NOUN,pembayaran,Izin,O
,,Izin,PROPN,pengurusan,Usaha,O
,,Usaha,PROPN,Izin,Produksi,O
,,Produksi,PROPN,Usaha,(,O
,,(,PUNCT,Produksi,IUP,O
,,IUP,PROPN,(,),O
,,),PUNCT,IUP,tambang,O
,,tambang,NOUN,),mangaan,O
,,mangaan,PROPN,tambang,di,O
,,di,ADP,mangaan,Kefa,O
,,Kefa,PROPN,di,;,O
,,;,PUNCT,Kefa,8,O
,sentence: 0097893,8,NUM,;,Tanggal,O
,,Tanggal,PROPN,8,1,O
,,1,NUM,Tanggal,Desember,O
,,Desember,PROPN,1,2010,O
,,2010,NUM,Desember,saksi,O
,,saksi,NOUN,2010,HUBERTUS,O
,,HUBERTUS,PROPN,saksi,DASILVA,O
,,DASILVA,PUNCT,HUBERTUS,mentransfer,O
,,mentransfer,VERB,DASILVA,dari,O
,,dari,ADP,mentransfer,rekening,O
,,rekening,NOUN,dari,miliknya,O
,,miliknya,PRON,rekening,ke,O
,,ke,ADP,miliknya,rekening,O
,,rekening,NOUN,ke,BCA,O
,,BCA,PROPN,rekening,terdakwa,O
,,terdakwa,PROPN,BCA,INGGRIT,O
,,INGGRIT,PUNCT,terdakwa,WIJAYA,B_DEFN
,,WIJAYA,PROPN,INGGRIT,nomor3140422974,I_DEFN
,,nomor3140422974,PUNCT,WIJAYA,sebesar,O
,,sebesar,ADV,nomor3140422974,Rp,O
,,Rp,SYM,sebesar,.,O
,,.,PUNCT,Rp,200,O
,,200,NUM,.,.,O
,,.,PUNCT,200,0,O
,,0,NUM,.,.,O
,,.,PUNCT,0,0,O
,,0,NUM,.,",",O
,,",",PUNCT,0,-,O
,,-,PUNCT,",",(,O
,,(,PUNCT,-,dua,O
,,dua,NUM,(,ratus,O
,,ratus,NUM,dua,jutarupiah,O
,,jutarupiah,PUNCT,ratus,),O
,,),PUNCT,jutarupiah,untuk,O
,,untuk,SCONJ,),mengurus,O
,,mengurus,VERB,untuk,AMDAL,O
,,AMDAL,PROPN,mengurus,;,O
,,;,PUNCT,AMDAL,Sehingga,O
,sentence: 0097894,Sehingga,SCONJ,;,keseluruhan,O
,,keseluruhan,ADV,Sehingga,uang,O
,,uang,NOUN,keseluruhan,saksi,O
,,saksi,NOUN,uang,HUBERTUS,O
,,HUBERTUS,PROPN,saksi,DASILVA,O
,,DASILVA,PUNCT,HUBERTUS,yang,O
,,yang,PRON,DASILVA,telah,O
,,telah,AUX,yang,ditransfer,O
,,ditransfer,ADV,telah,ke,O
,,ke,ADP,ditransfer,terdakwa,O
,,terdakwa,PROPN,ke,INGGRIT,O
,,INGGRIT,PUNCT,terdakwa,WIJAYA,B_DEFN
,,WIJAYA,PROPN,INGGRIT,berjumlah,I_DEFN
,,berjumlah,ADV,WIJAYA,Rp,O
,,Rp,SYM,berjumlah,7,O
,,7,NUM,Rp,.,O
,,.,PUNCT,7,900,O
,,900,NUM,.,.,O
,,.,PUNCT,900,0,O
,,0,NUM,.,.,O
,,.,PUNCT,0,0,O
,,0,NUM,.,",",O
,,",",PUNCT,0,-,O
,,-,PUNCT,",",(,O
,,(,PUNCT,-,tujuh,O
,,tujuh,NUM,(,milyar,O
,,milyar,PROPN,tujuh,Sembilan,O
,,Sembilan,NUM,milyar,ratus,O
,,ratus,NUM,Sembilan,juta,O
,,juta,NUM,ratus,rupiah,O
,,rupiah,PROPN,juta,),O
,,),PUNCT,rupiah,sebagaimana,O
,,sebagaimana,ADV,),bukti,O
,,bukti,NOUN,sebagaimana,surat,O
,,surat,NOUN,bukti,yang,O
,,yang,PRON,surat,telah,O
,,telah,AUX,yang,ditunjukkan,O
,,ditunjukkan,VERB,telah,dipersidangan,O
,,dipersidangan,ADV,ditunjukkan,;,O
,,;,PUNCT,dipersidangan,Bahwa,O
,sentence: 0097895,Bahwa,SCONJ,;,saksi,O
,,saksi,NOUN,Bahwa,Hubertus,O
,,Hubertus,PROPN,saksi,Dasilva,O
,,Dasilva,PUNCT,Hubertus,mentransfer,O
,,mentransfer,VERB,Dasilva,uang,O
,,uang,NOUN,mentransfer,khususnya,O
,,khususnya,ADV,uang,sejumlah,O
,,sejumlah,DET,khususnya,Rp,O
,,Rp,SYM,sejumlah,.,O
,,.,PUNCT,Rp,1,O
,,1,NUM,.,.,O
,,.,PUNCT,1,200,O
,,200,NUM,.,.,O
,,.,PUNCT,200,0,O
,,0,NUM,.,.,O
,,.,PUNCT,0,0,O
,,0,NUM,.,",",O
,,",",PUNCT,0,-,O
,,-,PUNCT,",",untuk,O
,,untuk,SCONJ,-,pengurusan,O
,,pengurusan,NOUN,untuk,pengajuan,O
,,pengajuan,NOUN,pengurusan,ijin,O
,,ijin,NOUN,pengajuan,Amdal,O
,,Amdal,PROPN,ijin,di,O
,,di,ADP,Amdal,wilayah,O
,,wilayah,NOUN,di,tambang,O
,,tambang,NOUN,wilayah,di,O
,,di,ADP,tambang,Timor,O
,,Timor,PROPN,di,Tengah,O
,,Tengah,PROPN,Timor,Utara,O
,,Utara,PROPN,Tengah,dan,O
,,dan,CCONJ,Utara,di,O
,,di,ADP,dan,Belu,O
,,Belu,PROPN,di,sebagaimana,O
,,sebagaimana,ADV,Belu,untuk,O
,,untuk,SCONJ,sebagaimana,Kuasa,O
,,Kuasa,PROPN,untuk,Pertambangan,O
,,Pertambangan,PROPN,Kuasa,seluas,O
,,seluas,NOUN,Pertambangan,2500,O
,,2500,NUM,seluas,ha,O
,,ha,SYM,2500,di,O
,,di,ADP,ha,Kabupaten,O
,,Kabupaten,PROPN,di,Timor,O
,,Timor,PROPN,Kabupaten,Timur,O
,,Timur,PROPN,Timor,Utara,O
,,Utara,PROPN,Timur,dan,O
,,dan,CCONJ,Utara,2520,O
,,2520,NUM,dan,ha,O
,,ha,SYM,2520,di,O
,,di,ADP,ha,Kabupaten,O
,,Kabupaten,PROPN,di,Belu,O
,,Belu,PROPN,Kabupaten,;,O
,,;,PUNCT,Belu,Bahwa,O
,sentence: 0097896,Bahwa,SCONJ,;,akan,O
,,akan,AUX,Bahwa,tetapi,O
,,tetapi,ADV,akan,setelah,O
,,setelah,ADV,tetapi,beberapa,O
,,beberapa,DET,setelah,lama,O
,,lama,ADV,beberapa,Ijin,O
,,Ijin,PROPN,lama,Amdal,O
,,Amdal,PROPN,Ijin,yang,O
,,yang,PRON,Amdal,dijanjikan,O
,,dijanjikan,VERB,yang,Terdakwa,O
,,Terdakwa,PROPN,dijanjikan,tersebut,O
,,tersebut,DET,Terdakwa,tidak,O
,,tidak,PART,tersebut,keluar,O
,,keluar,ADV,tidak,dan,O
,,dan,CCONJ,keluar,yang,O
,,yang,PRON,dan,keluar,O
,,keluar,ADV,yang,adalah,O
,,adalah,AUX,keluar,ijin,O
,,ijin,NOUN,adalah,Usaha,O
,,Usaha,PROPN,ijin,Penambangan,O
,,Penambangan,PROPN,Usaha,/,O
,,/,PUNCT,Penambangan,IUP,O
,,IUP,PROPN,/,eksplorasi,O
,,eksplorasi,NOUN,IUP,seluas,O
,,seluas,NOUN,eksplorasi,1019,O
,,1019,NUM,seluas,ha,O
,,ha,SYM,1019,dan,O
,,dan,CCONJ,ha,ijin,O
,,ijin,NOUN,dan,usaha,O
,,usaha,NOUN,ijin,produksi,O
,,produksi,NOUN,usaha,seluas,O
,,seluas,NOUN,produksi,199,O
,,199,NUM,seluas,ha,O
,,ha,SYM,199,",",O
,,",",PUNCT,ha,sehingga,O
,,sehingga,ADV,",",telah,O
,,telah,AUX,sehingga,cukup,O
,,cukup,ADV,telah,menggunakan,O
,,menggunakan,VERB,cukup,ijin,O
,,ijin,NOUN,menggunakan,Upaya,O
,,Upaya,PROPN,ijin,Pemantauan,O
,,Pemantauan,PROPN,Upaya,Lingkungan,O
,,Lingkungan,PROPN,Pemantauan,/,O
,,/,PUNCT,Lingkungan,UPL,O
,,UPL,PROPN,/,dan,O
,,dan,CCONJ,UPL,Ijin,O
,,Ijin,PROPN,dan,Upaya,O
,,Upaya,PROPN,Ijin,Pengelolaan,O
,,Pengelolaan,PROPN,Upaya,Lingkungan,O
,,Lingkungan,PROPN,Pengelolaan,/,O
,,/,PUNCT,Lingkungan,UKL,O
,,UKL,PROPN,/,yang,O
,,yang,PRON,UKL,telah,O
,,telah,AUX,yang,dimiliki,O
,,dimiliki,VERB,telah,Terdakwa,O
,,Terdakwa,PROPN,dimiliki,;,O
,,;,PUNCT,Terdakwa,Bahwa,O
,sentence: 0097897,Bahwa,SCONJ,;,saksi,O
,,saksi,NOUN,Bahwa,Hubertus,O
,,Hubertus,PROPN,saksi,Dasilva,O
,,Dasilva,PUNCT,Hubertus,tidak,O
,,tidak,PART,Dasilva,melihat,O
,,melihat,VERB,tidak,adanya,O
,,adanya,ADV,melihat,Ijin,O
,,Ijin,PROPN,adanya,UPL,O
,,UPL,PROPN,Ijin,-,O
,,-,PUNCT,UPL,UKL,O
,,UKL,PROPN,-,yang,O
,,yang,PRON,UKL,telah,O
,,telah,AUX,yang,ada,O
,,ada,ADV,telah,dan,O
,,dan,CCONJ,ada,dimiliki,O
,,dimiliki,VERB,dan,Terdakwa,O
,,Terdakwa,PROPN,dimiliki,ketika,O
,,ketika,SCONJ,Terdakwa,dilakukan,O
,,dilakukan,VERB,ketika,pertemuan,O
,,pertemuan,NOUN,dilakukan,untuk,O
,,untuk,SCONJ,pertemuan,kerjasama,O
,,kerjasama,NOUN,untuk,tanggal,O
,,tanggal,NOUN,kerjasama,20,O
,,20,NUM,tanggal,April,O
,,April,PROPN,20,2010,O
,,2010,NUM,April,;,O
,,;,PUNCT,2010,Bahwa,O
,sentence: 0097898,Bahwa,SCONJ,;,oleh,O
,,oleh,ADP,Bahwa,karena,O
,,karena,ADV,oleh,luas,O
,,luas,ADJ,karena,wilayah,O
,,wilayah,NOUN,luas,penambangan,O
,,penambangan,NOUN,wilayah,yang,O
,,yang,PRON,penambangan,ada,O
,,ada,ADV,yang,tidak,O
,,tidak,PART,ada,sesuai,O
,,sesuai,ADV,tidak,dengan,O
,,dengan,ADV,sesuai,yang,O
,,yang,PRON,dengan,diperjanjikan,O
,,diperjanjikan,VERB,yang,sehingga,O
,,sehingga,ADV,diperjanjikan,ijin,O
,,ijin,NOUN,sehingga,Amdal,O
,,Amdal,PROPN,ijin,tidak,O
,,tidak,PART,Amdal,dapat,O
,,dapat,AUX,tidak,diurus,O
,,diurus,ADV,dapat,dan,O
,,dan,CCONJ,diurus,terbit,O
,,terbit,NOUN,dan,",",O
,,",",PUNCT,terbit,maka,O
,,maka,SCONJ,",",saksi,O
,,saksi,NOUN,maka,Hubertus,O
,,Hubertus,PROPN,saksi,Dasilva,O
,,Dasilva,PUNCT,Hubertus,mengalami,O
,,mengalami,VERB,Dasilva,kerugian,O
,,kerugian,NOUN,mengalami,dan,O
,,dan,CCONJ,kerugian,tidak,O
,,tidak,PART,dan,mendapatkan,O
,,mendapatkan,VERB,tidak,keuntungan,O
,,keuntungan,NOUN,mendapatkan,yang,O
,,yang,PRON,keuntungan,diharapkan,O
,,diharapkan,ADV,yang,dari,O
,,dari,ADP,diharapkan,kerjasama,O
,,kerjasama,NOUN,dari,penambangan,O
,,penambangan,NOUN,kerjasama,itu,O
,,itu,DET,penambangan,;,O
,,;,PUNCT,itu,Bahwa,O
,sentence: 0097899,Bahwa,SCONJ,;,Saksi,O
,,Saksi,PROPN,Bahwa,Hubertus,O
,,Hubertus,PROPN,Saksi,Dasilva,O
,,Dasilva,PUNCT,Hubertus,bersedia,O
,,bersedia,ADV,Dasilva,memberikan,O
,,memberikan,VERB,bersedia,dana,O
,,dana,NOUN,memberikan,sebesar,O
,,sebesar,ADV,dana,Rp,O
,,Rp,SYM,sebesar,.,O
,,.,PUNCT,Rp,1,O
,,1,NUM,.,.,O
,,.,PUNCT,1,200,O
,,200,NUM,.,.,O
,,.,PUNCT,200,0,O
,,0,NUM,.,.,O
,,.,PUNCT,0,0,O
,,0,NUM,.,",",O
,,",",PUNCT,0,-,O
,,-,PUNCT,",",untuk,O
,,untuk,SCONJ,-,mengurus,O
,,mengurus,VERB,untuk,ijin,O
,,ijin,NOUN,mengurus,Amdal,O
,,Amdal,PROPN,ijin,karena,O
,,karena,ADV,Amdal,tahu,O
,,tahu,ADV,karena,betul,O
,,betul,ADV,tahu,bahwa,O
,,bahwa,SCONJ,betul,Terdakwa,O
,,Terdakwa,PROPN,bahwa,adalah,O
,,adalah,AUX,Terdakwa,Direktur,O
,,Direktur,PROPN,adalah,CV,O
,,CV,PROPN,Direktur,Kasih,O
,,Kasih,PROPN,CV,Mulia,O
,,Mulia,PROPN,Kasih,suatu,O
,,suatu,DET,Mulia,perusahaan,O
,,perusahaan,NOUN,suatu,yang,O
,,yang,PRON,perusahaan,sudah,O
,,sudah,ADV,yang,lama,O
,,lama,ADV,sudah,bergerak,O
,,bergerak,VERB,lama,dibidang,O
,,dibidang,NOUN,bergerak,penambangan,O
,,penambangan,NOUN,dibidang,Mangaan,O
,,Mangaan,PROPN,penambangan,dan,O
,,dan,CCONJ,Mangaan,sudah,O
,,sudah,ADV,dan,biasa,O
,,biasa,ADV,sudah,mengurus,O
,,mengurus,VERB,biasa,ijin,O
,,ijin,NOUN,mengurus,dan,O
,,dan,CCONJ,ijin,admnistrasi,O
,,admnistrasi,NOUN,dan,yang,O
,,yang,PRON,admnistrasi,diperlukan,O
,,diperlukan,ADV,yang,bagi,O
,,bagi,SCONJ,diperlukan,usaha,O
,,usaha,NOUN,bagi,penambangan,O
,,penambangan,NOUN,usaha,mangaan,O
,,mangaan,PROPN,penambangan,khususnya,O
,,khususnya,ADV,mangaan,di,O
,,di,ADP,khususnya,daerah,O
,,daerah,NOUN,di,Timor,O
,,Timor,PROPN,daerah,Timur,O
,,Timur,PROPN,Timor,Utara,O
,,Utara,PROPN,Timur,dan,O
,,dan,CCONJ,Utara,di,O
,,di,ADP,dan,Belu,O
,,Belu,PROPN,di,;,O
,,;,PUNCT,Belu,Menimbang,O
,sentence: 0097900,Menimbang,ADV,;,",",O
,,",",PUNCT,Menimbang,bahwa,O
,,bahwa,SCONJ,",",Terdakwa,O
,,Terdakwa,PROPN,bahwa,membantah,O
,,membantah,VERB,Terdakwa,mengenai,O
,,mengenai,ADV,membantah,hal,O
,,hal,NOUN,mengenai,-,O
,,-,PUNCT,hal,hal,O
,,hal,NOUN,-,sebagai,O
,,sebagai,ADV,hal,berikut,O
,,berikut,ADV,sebagai,:,O
,,:,PUNCT,berikut,Bahwa,O
,sentence: 0097901,Bahwa,SCONJ,:,tempat,O
,,tempat,NOUN,Bahwa,pertemuan,O
,,pertemuan,NOUN,tempat,bukan,O
,,bukan,PART,pertemuan,di,O
,,di,ADP,bukan,Kantor,O
,,Kantor,PROPN,di,PT,O
,,PT,PROPN,Kantor,.,O
,,.,PUNCT,PT,Kalla,O
,,Kalla,PROPN,.,Arebamma,O
,,Arebamma,PUNCT,Kalla,di,O
,,di,ADP,Arebamma,gedung,O
,,gedung,NOUN,di,WTC,O
,,WTC,PROPN,gedung,lantai,O
,,lantai,NOUN,WTC,12,O
,,12,NUM,lantai,",",O
,,",",PUNCT,12,tetapi,O
,,tetapi,ADV,",",di,O
,,di,ADP,tetapi,Kantor,O
,,Kantor,PROPN,di,Hukum,O
,,Hukum,PROPN,Kantor,Pengacara,O
,,Pengacara,PROPN,Hukum,LUCAS,O
,,LUCAS,PROPN,Pengacara,",",O
,,",",PUNCT,LUCAS,SH,O
,,SH,PROPN,",",di,O
,,di,ADP,SH,lantai,O
,,lantai,NOUN,di,14,O
,,14,NUM,lantai,;,O
,,;,PUNCT,14,Bahwa,O
,sentence: 0097902,Bahwa,SCONJ,;,Pemilik,O
,,Pemilik,PROPN,Bahwa,dan,O
,,dan,CCONJ,Pemilik,penyandang,O
,,penyandang,NOUN,dan,dana,O
,,dana,NOUN,penyandang,serta,O
,,serta,CCONJ,dana,yang,O
,,yang,PRON,serta,berurusan,O
,,berurusan,ADV,yang,dengan,O
,,dengan,ADV,berurusan,Terdakwa,O
,,Terdakwa,PROPN,dengan,adalah,O
,,adalah,AUX,Terdakwa,Lucas,O
,,Lucas,PROPN,adalah,",",O
,,",",PUNCT,Lucas,bukan,O
,,bukan,PART,",",saksi,O
,,saksi,NOUN,bukan,Hubertus,O
,,Hubertus,PROPN,saksi,Dasilva,O
,,Dasilva,PUNCT,Hubertus,;,O
,,;,PUNCT,Dasilva,Bahwa,O
,sentence: 0097903,Bahwa,SCONJ,;,Saksi,O
,,Saksi,PROPN,Bahwa,Hubertus,O
,,Hubertus,PROPN,Saksi,Dasilva,O
,,Dasilva,PUNCT,Hubertus,sudah,O
,,sudah,ADV,Dasilva,mengetahui,O
,,mengetahui,ADV,sudah,bahwa,O
,,bahwa,SCONJ,mengetahui,Terdakwa,O
,,Terdakwa,PROPN,bahwa,telah,O
,,telah,AUX,Terdakwa,memiliki,O
,,memiliki,VERB,telah,Ijin,O
,,Ijin,PROPN,memiliki,UPL,O
,,UPL,PROPN,Ijin,-,O
,,-,PUNCT,UPL,UKL,O
,,UKL,PROPN,-,;,O
,,;,PUNCT,UKL,Bahwa,O
,,Bahwa,SCONJ,;,ketika,O
,,ketika,SCONJ,Bahwa,ijin,O
,,ijin,NOUN,ketika,UPL,O
,,UPL,PROPN,ijin,-,O
,,-,PUNCT,UPL,UKL,O
,,UKL,PROPN,-,akan,O
,,akan,AUX,UKL,ditingkatkan,O
,,ditingkatkan,VERB,akan,ke,O
,,ke,ADP,ditingkatkan,pengajuan,O
,,pengajuan,NOUN,ke,ijin,O
,,ijin,NOUN,pengajuan,Amdal,O
,,Amdal,PROPN,ijin,dengan,O
,,dengan,ADV,Amdal,melalui,O
,,melalui,ADP,dengan,proses,O
,,proses,NOUN,melalui,permulaan,O
,,permulaan,NOUN,proses,lagi,O
,,lagi,ADV,permulaan,yang,O
,,yang,PRON,lagi,sudah,O
,,sudah,ADV,yang,mengeluarkan,O
,,mengeluarkan,VERB,sudah,biaya,O
,,biaya,NOUN,mengeluarkan,banyak,O
,,banyak,ADV,biaya,",",O
,,",",PUNCT,banyak,saksi,O
,,saksi,NOUN,",",Hubertus,O
,,Hubertus,PROPN,saksi,Dasilva,O
,,Dasilva,PUNCT,Hubertus,memerintahkan,O
,,memerintahkan,VERB,Dasilva,untuk,O
,,untuk,SCONJ,memerintahkan,tidak,O
,,tidak,PART,untuk,melanjutkan,O
,,melanjutkan,VERB,tidak,lagi,O
,,lagi,ADV,melanjutkan,;,O
,,;,PUNCT,lagi,Menimbang,O
,sentence: 0097904,Menimbang,ADV,;,",",O
,,",",PUNCT,Menimbang,bahwa,O
,,bahwa,SCONJ,",",terhadap,O
,,terhadap,ADV,bahwa,bantahan,O
,,bantahan,NOUN,terhadap,Terdakwa,O
,,Terdakwa,PROPN,bantahan,tersebut,O
,,tersebut,DET,Terdakwa,majelis,O
,,majelis,NOUN,tersebut,hakim,O
,,hakim,NOUN,majelis,mempertimbangkan,O
,,mempertimbangkan,VERB,hakim,bahwa,O
,,bahwa,SCONJ,mempertimbangkan,berdasarkan,O
,,berdasarkan,ADV,bahwa,keterangan,O
,,keterangan,NOUN,berdasarkan,saksi,O
,,saksi,NOUN,keterangan,korban,O
,,korban,NOUN,saksi,Hubertus,O
,,Hubertus,PROPN,korban,Dasilva,O
,,Dasilva,PUNCT,Hubertus,dan,O
,,dan,CCONJ,Dasilva,saksi,O
,,saksi,NOUN,dan,-,O
,,-,PUNCT,saksi,saksi,O
,,saksi,NOUN,-,yang,O
,,yang,PRON,saksi,diajukan,O
,,diajukan,VERB,yang,Penuntut,O
,,Penuntut,PROPN,diajukan,Umum,O
,,Umum,PROPN,Penuntut,-,O
,,-,PUNCT,Umum,SAFERSA,O
,,SAFERSA,PUNCT,-,dan,O
,,dan,CCONJ,SAFERSA,TSUN,O
,,TSUN,PROPN,dan,TIEN,O
,,TIEN,PROPN,TSUN,WEN,O
,,WEN,PROPN,TIEN,LIE,O
,,LIE,PROPN,WEN,menerangkan,O
,,menerangkan,VERB,LIE,bahwa,O
,,bahwa,SCONJ,menerangkan,lokasi,O
,,lokasi,NOUN,bahwa,pertemuan,O
,,pertemuan,NOUN,lokasi,adalah,O
,,adalah,AUX,pertemuan,benar,O
,,benar,ADV,adalah,dilakukan,O
,,dilakukan,VERB,benar,dikantor,O
,,dikantor,ADV,dilakukan,PT,O
,,PT,PROPN,dikantor,.,O
,,.,PUNCT,PT,Kalla,O
,,Kalla,PROPN,.,Arebamma,O
,,Arebamma,PUNCT,Kalla,lantai,O
,,lantai,NOUN,Arebamma,12,O
,,12,NUM,lantai,Gd,O
,,Gd,PROPN,12,WTC,O
,,WTC,PROPN,Gd,Jl,O
,,Jl,PROPN,WTC,.,O
,,.,PUNCT,Jl,Jendral,O
,,Jendral,PROPN,.,Sudirman,O
,,Sudirman,PROPN,Jendral,;,O
,,;,PUNCT,Sudirman,Dan,O
,,Dan,CCONJ,;,tentang,O
,,tentang,ADP,Dan,pemilik,O
,,pemilik,NOUN,tentang,dana,O
,,dana,NOUN,pemilik,secara,O
,,secara,ADV,dana,hukum,O
,,hukum,NOUN,secara,adalah,O
,,adalah,AUX,hukum,saksi,O
,,saksi,NOUN,adalah,Hubertus,O
,,Hubertus,PROPN,saksi,Dasilva,O
,,Dasilva,PUNCT,Hubertus,sesuai,O
,,sesuai,ADV,Dasilva,dengan,O
,,dengan,ADV,sesuai,kesaksiannya,O
,,kesaksiannya,ADV,dengan,diperkuat,O
,,diperkuat,VERB,kesaksiannya,dengan,O
,,dengan,ADV,diperkuat,bukti,O
,,bukti,NOUN,dengan,transfer,O
,,transfer,PROPN,bukti,dimana,O
,,dimana,ADV,transfer,saksi,O
,,saksi,NOUN,dimana,Hubertus,O
,,Hubertus,PROPN,saksi,lah,O
,,lah,PART,Hubertus,yang,O
,,yang,PRON,lah,mengirimkan,O
,,mengirimkan,VERB,yang,uang,O
,,uang,NOUN,mengirimkan,dan,O
,,dan,CCONJ,uang,membuat,O
,,membuat,ADV,dan,/,O
,,/,PUNCT,membuat,menandatanganisurat,O
,,menandatanganisurat,PUNCT,/,perjanjian,O
,,perjanjian,NOUN,menandatanganisurat,;,O
,,;,PUNCT,perjanjian,Menimbang,O
,sentence: 0097905,Menimbang,ADV,;,",",O
,,",",PUNCT,Menimbang,bahwa,O
,,bahwa,SCONJ,",",terhadap,O
,,terhadap,ADV,bahwa,bantahan,O
,,bantahan,NOUN,terhadap,Terdakwa,O
,,Terdakwa,PROPN,bantahan,yanag,O
,,yanag,ADV,Terdakwa,menyatakan,O
,,menyatakan,VERB,yanag,bahwa,O
,,bahwa,SCONJ,menyatakan,penyandang,O
,,penyandang,NOUN,bahwa,dana,O
,,dana,NOUN,penyandang,adalah,O
,,adalah,AUX,dana,Lucas,O
,,Lucas,PROPN,adalah,sedangkan,O
,,sedangkan,ADV,Lucas,Hubertus,O
,,Hubertus,PROPN,sedangkan,adalah,O
,,adalah,AUX,Hubertus,orang,O
,,orang,NOUN,adalah,kepercayaannya,O
,,kepercayaannya,ADV,orang,",",O
,,",",PUNCT,kepercayaannya,majelis,O
,,majelis,NOUN,",",Hakim,O
,,Hakim,PROPN,majelis,menilai,O
,,menilai,VERB,Hakim,dalam,O
,,dalam,ADP,menilai,hubungan,O
,,hubungan,NOUN,dalam,hukum,O
,,hukum,NOUN,hubungan,sebagaimana,O
,,sebagaimana,ADV,hukum,fakta,O
,,fakta,NOUN,sebagaimana,dipersidangan,O
,,dipersidangan,ADV,fakta,investor,O
,,investor,NOUN,dipersidangan,",",O
,,",",PUNCT,investor,yang,O
,,yang,PRON,",",mengirim,O
,,mengirim,VERB,yang,/,O
,,/,PUNCT,mengirim,transfer,O
,,transfer,PROPN,/,uang,O
,,uang,NOUN,transfer,dan,O
,,dan,CCONJ,uang,yang,O
,,yang,PRON,dan,bernegosiasi,O
,,bernegosiasi,VERB,yang,untuk,O
,,untuk,SCONJ,bernegosiasi,kerjasama,O
,,kerjasama,NOUN,untuk,adalah,O
,,adalah,AUX,kerjasama,Terdakwa,O
,,Terdakwa,PROPN,adalah,dengan,O
,,dengan,ADV,Terdakwa,saksi,O
,,saksi,NOUN,dengan,Hubertus,O
,,Hubertus,PROPN,saksi,Dasilva,O
,,Dasilva,PUNCT,Hubertus,",",O
,,",",PUNCT,Dasilva,dengan,O
,,dengan,ADV,",",demikian,O
,,demikian,ADV,dengan,darimana,O
,,darimana,ADV,demikian,Hubertus,O
,,Hubertus,PROPN,darimana,Dasilva,O
,,Dasilva,PUNCT,Hubertus,mendapatkan,O
,,mendapatkan,VERB,Dasilva,uangnya,O
,,uangnya,ADV,mendapatkan,tidak,O
,,tidak,PART,uangnya,menjadi,O
,,menjadi,ADV,tidak,pertimbangan,O
,,pertimbangan,NOUN,menjadi,lebih,O
,,lebih,ADV,pertimbangan,lanjut,O
,,lanjut,ADV,lebih,dalam,O
,,dalam,ADP,lanjut,perkara,O
,,perkara,NOUN,dalam,ini,O
,,ini,DET,perkara,;,O
,,;,PUNCT,ini,Menimbang,O
,sentence: 0097906,Menimbang,ADV,;,",",O
,,",",PUNCT,Menimbang,bahwa,O
,,bahwa,SCONJ,",",tentang,O
,,tentang,ADP,bahwa,ijin,O
,,ijin,NOUN,tentang,UPL,O
,,UPL,PROPN,ijin,-,O
,,-,PUNCT,UPL,UKL,O
,,UKL,PROPN,-,yang,O
,,yang,PRON,UKL,telah,O
,,telah,AUX,yang,dimiliki,O
,,dimiliki,VERB,telah,Terdakwa,O
,,Terdakwa,PROPN,dimiliki,",",O
,,",",PUNCT,Terdakwa,saksi,O
,,saksi,NOUN,",",Hubertus,O
,,Hubertus,PROPN,saksi,kemudian,O
,,kemudian,ADV,Hubertus,baru,O
,,baru,ADV,kemudian,mengetahuinya,O
,,mengetahuinya,ADV,baru,dan,O
,,dan,CCONJ,mengetahuinya,ketika,O
,,ketika,SCONJ,dan,ternyata,O
,,ternyata,ADV,ketika,hanya,O
,,hanya,ADV,ternyata,mendapatkan,O
,,mendapatkan,VERB,hanya,ijin,O
,,ijin,NOUN,mendapatkan,produksi,O
,,produksi,NOUN,ijin,199,O
,,199,NUM,produksi,ha,O
,,ha,SYM,199,saksi,O
,,saksi,NOUN,ha,Hubertus,O
,,Hubertus,PROPN,saksi,masih,O
,,masih,ADV,Hubertus,berharap,O
,,berharap,ADV,masih,ijin,O
,,ijin,NOUN,berharap,Amdal,O
,,Amdal,PROPN,ijin,dapat,O
,,dapat,AUX,Amdal,diajukan,O
,,diajukan,VERB,dapat,dan,O
,,dan,CCONJ,diajukan,disetujui,O
,,disetujui,VERB,dan,/,O
,,/,PUNCT,disetujui,diterbitkan,O
,,diterbitkan,NOUN,/,oleh,O
,,oleh,ADP,diterbitkan,Pemerintah,O
,,Pemerintah,PROPN,oleh,Daerah,O
,,Daerah,PROPN,Pemerintah,",",O
,,",",PUNCT,Daerah,namun,O
,,namun,ADV,",",ketika,O
,,ketika,SCONJ,namun,tidak,O
,,tidak,PART,ketika,kunjung,O
,,kunjung,ADV,tidak,selesai,O
,,selesai,ADV,kunjung,maka,O
,,maka,SCONJ,selesai,Saksi,O
,,Saksi,PROPN,maka,Hubertus,O
,,Hubertus,PROPN,Saksi,melapor,O
,,melapor,VERB,Hubertus,;,O
,,;,PUNCT,melapor,Menimbang,O
,sentence: 0097907,Menimbang,ADV,;,",",O
,,",",PUNCT,Menimbang,bahwa,O
,,bahwa,SCONJ,",",keterangan,O
,,keterangan,NOUN,bahwa,saksi,O
,,saksi,NOUN,keterangan,-,O
,,-,PUNCT,saksi,saksi,O
